query_image,rank,candidate_image,num_matches,average_confidence,combined_score
A06_18_04_W_roh.jpeg,1,IMG-20250626-WA0020.jpg,82,0.6562340259552002,53.811190128326416
A06_18_04_W_roh.jpeg,2,A08_18_09_M_roh.jpeg,61,0.5388820171356201,32.87180304527283
A06_18_04_W_roh.jpeg,3,A05_21_01_W_roh.jpeg,60,0.5267226696014404,31.603360176086422
A06_18_04_W_roh.jpeg,4,IMG-20250626-WA0016.jpg,53,0.5822826623916626,30.86098110675812
A06_18_04_W_roh.jpeg,5,H05_11_06_M_roh.jpeg,55,0.5087485909461975,27.981172502040863
A07_08_03_W_roh.jpg,1,IMG-20250620-WA0042.jpg,74,0.4749927222728729,35.1494614481926
A07_08_03_W_roh.jpg,2,IMG-20250626-WA0025.jpg,72,0.4840066730976105,34.848480463027954
A07_08_03_W_roh.jpg,3,IMG-20250607-WA0006.jpg,71,0.4885273575782776,34.68544238805771
A07_08_03_W_roh.jpg,4,IMG-20250620-WA0039.jpg,66,0.5208529829978943,34.37629687786102
A07_08_03_W_roh.jpg,5,IMG_20250717_104317.jpg,69,0.4771957993507385,32.92651015520096
A07_08_04_M_roh.jpg,1,H12_04_02_M_roh.jpg,81,0.4396733343601227,35.61354008316994
A07_08_04_M_roh.jpg,2,A07_15_01_W_roh.jpeg,56,0.5544604659080505,31.04978609085083
A07_08_04_M_roh.jpg,3,IMG-20250716-WA0016.jpg,54,0.5057404637336731,27.309985041618347
A07_08_04_M_roh.jpg,4,IMG-20250919-WA0008.jpg,61,0.4258575737476349,25.977311998605728
A07_08_04_M_roh.jpg,5,IMG-20250910-WA0025.jpg,54,0.4610793888568878,24.898286998271946
A07_09_02_W_roh.jpg,1,IMG_20250717_104525.jpg,92,0.4763917624950409,43.82804214954376
A07_09_02_W_roh.jpg,2,IMG_20250501_132350.jpg,95,0.4494459927082062,42.69736930727959
A07_09_02_W_roh.jpg,3,IMG-20250919-WA0020.jpg,92,0.4638367593288421,42.67298185825348
A07_09_02_W_roh.jpg,4,IMG-20250626-WA0009.jpg,89,0.4677689969539642,41.63144072890282
A07_09_02_W_roh.jpg,5,IMG_20250717_113844.jpg,83,0.4936635494232178,40.97407460212708
A07_09_03_W_roh.jpg,1,A08_15_03_W_roh.jpeg,156,0.6708027720451355,104.64523243904114
A07_09_03_W_roh.jpg,2,IMG_20250501_132115.jpg,88,0.4329744875431061,38.101754903793335
A07_09_03_W_roh.jpg,3,IMG-20250626-WA0025.jpg,72,0.490633875131607,35.32563900947571
A07_09_03_W_roh.jpg,4,IMG-20250717-WA0009.jpg,69,0.4992713928222656,34.44972610473633
A07_09_03_W_roh.jpg,5,A08_15_04_M_roh.jpeg,76,0.4477698802947998,34.030510902404785
A07_15_01_W_roh.jpeg,1,IMG-20250626-WA0009.jpg,77,0.4564829170703888,35.14918461441994
A07_15_01_W_roh.jpeg,2,A07_18_01_W_roh.jpeg,68,0.5162797570228577,35.10702347755432
A07_15_01_W_roh.jpeg,3,IMG-20250626-WA0003.jpg,62,0.5286396741867065,32.775659799575806
A07_15_01_W_roh.jpeg,4,IMG_20250717_104525.jpg,67,0.4761248528957367,31.90036514401436
A07_15_01_W_roh.jpeg,5,A07_08_04_M_roh.jpg,56,0.5544604659080505,31.04978609085083
A07_17_03_W_roh.jpg,1,A07_17_06_W_roh.jpg,70,0.3828053474426269,26.796374320983887
A07_17_03_W_roh.jpg,2,A08_09_39_W_roh.jpg,65,0.3739913702011108,24.309439063072205
A07_17_03_W_roh.jpg,3,A04_12_04_W_roh.jpeg,57,0.4107352197170257,23.411907523870468
A07_17_03_W_roh.jpg,4,A08_17_17_W_roh.jpg,60,0.3851615488529205,23.109692931175232
A07_17_03_W_roh.jpg,5,A06_08_04_W_roh.jpg,60,0.3846015632152557,23.076093792915344
A07_17_06_W_roh.jpg,1,A06_08_04_W_roh.jpg,68,0.4576452672481537,31.11987817287445
A07_17_06_W_roh.jpg,2,A07_17_03_W_roh.jpg,70,0.3828053474426269,26.796374320983887
A07_17_06_W_roh.jpg,3,IMG-20250620-WA0039.jpg,46,0.5268915295600891,24.2370103597641
A07_17_06_W_roh.jpg,4,A08_15_17_M_roh.jpeg,50,0.4450518190860748,22.25259095430374
A07_17_06_W_roh.jpg,5,IMG-20250919-WA0021.jpg,45,0.4407879412174225,19.83545735478401
A07_18_01_W_roh.jpeg,1,A07_15_01_W_roh.jpeg,68,0.5162797570228577,35.10702347755432
A07_18_01_W_roh.jpeg,2,IMG_20250717_104525.jpg,75,0.4517147839069366,33.87860879302025
A07_18_01_W_roh.jpeg,3,IMG-20250626-WA0011.jpg,59,0.5595222115516663,33.01181048154831
A07_18_01_W_roh.jpeg,4,A04_15_06_M_roh.jpeg,62,0.510638415813446,31.65958178043365
A07_18_01_W_roh.jpeg,5,IMG-20250829-WA0013.jpg,57,0.5407103300094604,30.82048881053925
A07_18_03_W_roh.jpeg,1,IMG_20250717_104652.jpg,72,0.5061355829238892,36.44176197052002
A07_18_03_W_roh.jpeg,2,IMG-20250716-WA0006.jpg,70,0.4888206422328949,34.21744495630264
A07_18_03_W_roh.jpeg,3,A08_18_04_W_roh.jpeg,57,0.5160404443740845,29.41430532932281
A07_18_03_W_roh.jpeg,4,A05_18_07_W_roh.jpeg,45,0.6283806562423706,28.27712953090668
A07_18_03_W_roh.jpeg,5,IMG-20250910-WA0016.jpg,56,0.4796231389045715,26.85889577865601
A08_06_02_SA_roh.jpeg,1,A08_18_06_W_roh.jpeg,117,0.687371551990509,80.42247158288956
A08_06_02_SA_roh.jpeg,2,IMG_20250717_104525.jpg,81,0.4740265309810638,38.39614900946617
A08_06_02_SA_roh.jpeg,3,IMG-20250919-WA0009.jpg,70,0.5163840055465698,36.14688038825989
A08_06_02_SA_roh.jpeg,4,IMG-20250620-WA0042.jpg,69,0.5205342769622803,35.91686511039734
A08_06_02_SA_roh.jpeg,5,IMG-20250717-WA0012.jpg,76,0.4601714611053467,34.97303104400635
A08_06_05_SA_roh.jpeg,1,IMG-20250910-WA0063.jpg,135,0.6975815892219543,94.17351454496384
A08_06_05_SA_roh.jpeg,2,A05_18_04_W_roh.jpeg,111,0.6796128749847412,75.43702912330627
A08_06_05_SA_roh.jpeg,3,IMG_20250717_111516.jpg,77,0.4805515706539154,37.002470940351486
A08_06_05_SA_roh.jpeg,4,IMG_20250501_132350.jpg,74,0.4905925095081329,36.30384570360184
A08_06_05_SA_roh.jpeg,5,IMG-20250626-WA0020.jpg,57,0.4869074821472168,27.75372648239136
A08_06_08_W_roh.jpeg,1,IMG-20250626-WA0020.jpg,79,0.4716469049453735,37.26010549068451
A08_06_08_W_roh.jpeg,2,IMG-20250626-WA0002.jpg,72,0.4883766770362854,35.16312074661255
A08_06_08_W_roh.jpeg,3,A05_12_03_W_roh.jpeg,63,0.5556297302246094,35.00467300415039
A08_06_08_W_roh.jpeg,4,IMG-20250910-WA0030.jpg,74,0.4534230828285217,33.55330812931061
A08_06_08_W_roh.jpeg,5,IMG-20250829-WA0018.jpg,67,0.4984244704246521,33.39443951845169
A08_06_10_M_roh.jpeg,1,AT01_03_04_M_roh.jpeg,62,0.557338535785675,34.55498921871185
A08_06_10_M_roh.jpeg,2,IMG-20250910-WA0017.jpg,60,0.555106520652771,33.30639123916626
A08_06_10_M_roh.jpeg,3,A06_17_02_W__roh.jpg,61,0.5222330689430237,31.856217205524445
A08_06_10_M_roh.jpeg,4,IMG-20250620-WA0042.jpg,65,0.4868622720241546,31.646047681570053
A08_06_10_M_roh.jpeg,5,IMG-20250626-WA0020.jpg,68,0.4572380781173706,31.0921893119812
A08_09_35_W_roh.jpg,1,A08_18_05_W_roh.jpeg,167,0.7286103963851929,121.6779361963272
A08_09_35_W_roh.jpg,2,IMG-20250910-WA0063.jpg,76,0.5415870547294617,41.16061615943909
A08_09_35_W_roh.jpg,3,IMG-20250626-WA0016.jpg,81,0.4708769917488098,38.1410363316536
A08_09_35_W_roh.jpg,4,IMG-20250919-WA0019.jpg,87,0.4317885637283325,37.56560504436493
A08_09_35_W_roh.jpg,5,IMG_20250717_104652.jpg,76,0.4896197021007538,37.21109735965729
A08_09_39_W_roh.jpg,1,IMG-20250717-WA0009.jpg,64,0.4749321341514587,30.39565658569336
A08_09_39_W_roh.jpg,2,A04_17_01_W_roh.jpg,61,0.46037557721138,28.08291020989418
A08_09_39_W_roh.jpg,3,A08_17_17_W_roh.jpg,58,0.4479367434978485,25.980331122875214
A08_09_39_W_roh.jpg,4,A08_18_18_W_roh.jpeg,66,0.3846921324729919,25.38968074321747
A08_09_39_W_roh.jpg,5,A06_12_01_W_roh.jpeg,51,0.4875111877918243,24.86307057738304
A08_12_05_W_roh.jpeg,1,IMG-20250919-WA0008.jpg,45,0.4391211867332458,19.760453402996063
A08_12_05_W_roh.jpeg,2,IMG-20250626-WA0014.jpg,38,0.5006752610206604,19.02565991878509
A08_12_05_W_roh.jpeg,3,H12_04_02_M_roh.jpg,43,0.4329051077365875,18.614919632673264
