image1,image2,num_matches,average_confidence,combined_score
A04_03_01_W_roh.jpeg,A04_15_04_M_roh.jpeg,14,0.43704739212989807,6.118663489818573
A04_03_01_W_roh.jpeg,A04_15_05_W_roh.jpeg,43,0.44317302107810974,19.05643990635872
A04_03_01_W_roh.jpeg,A04_15_06_M_roh.jpeg,34,0.5156025886535645,17.53048801422119
A04_03_01_W_roh.jpeg,A04_17_01_W_roh.jpg,25,0.3385973572731018,8.464933931827545
A04_03_01_W_roh.jpeg,A04_17_02_W_roh.jpg,43,0.4900473654270172,21.07203671336174
A04_03_01_W_roh.jpeg,A05_12_03_W_roh.jpeg,42,0.4555041193962097,19.131173014640808
A04_03_01_W_roh.jpeg,A05_15_03_W_roh.jpeg,51,0.5122572183609009,26.125118136405945
A04_03_01_W_roh.jpeg,A05_18_04_W_roh.jpeg,23,0.5171216726303101,11.893798470497131
A04_03_01_W_roh.jpeg,A05_18_05_W_roh.jpeg,16,0.3715488016605377,5.9447808265686035
A04_03_01_W_roh.jpeg,A05_18_06_W_roh.jpeg,45,0.4850267171859741,21.826202273368835
A04_03_01_W_roh.jpeg,A05_18_07_W_roh.jpeg,163,0.7498279809951782,122.22196090221405
A04_03_01_W_roh.jpeg,A05_18_08_W_roh.jpeg,35,0.4311128258705139,15.088948905467987
A04_03_01_W_roh.jpeg,A05_21_01_W_roh.jpeg,39,0.43358251452445984,16.909718066453934
A04_03_01_W_roh.jpeg,A06_03_01_M_roh.jpeg,63,0.5223778486251831,32.909804463386536
A04_03_01_W_roh.jpeg,A06_03_02_W_roh.jpeg,46,0.4677792489528656,21.517845451831818
A04_03_01_W_roh.jpeg,A06_08_04_W_roh.jpg,20,0.3618944585323334,7.2378891706466675
A04_03_01_W_roh.jpeg,A06_12_01_W_roh.jpeg,53,0.4576514959335327,24.255529284477234
A04_03_01_W_roh.jpeg,A06_12_04_W_roh.jpeg,31,0.43171343207359314,13.383116394281387
A04_03_01_W_roh.jpeg,A06_14_02_W_roh.jpg,28,0.5192214250564575,14.53819990158081
A04_03_01_W_roh.jpeg,A06_15_02_W_roh.jpeg,39,0.5028446912765503,19.61094295978546
A04_03_01_W_roh.jpeg,A06_15_03_W_roh.jpeg,14,0.4275802671909332,5.986123740673065
A04_03_01_W_roh.jpeg,A06_17_01_M_roh_-_Kopie.jpg,32,0.43147093057632446,13.807069778442383
A04_03_01_W_roh.jpeg,A06_17_02_W__roh.jpg,39,0.44368278980255127,17.3036288022995
A04_03_01_W_roh.jpeg,A06_17_04_W_roh.jpg,50,0.45734626054763794,22.867313027381897
A04_03_01_W_roh.jpeg,A06_18_04_W_roh.jpeg,28,0.4909828305244446,13.747519254684448
A04_03_01_W_roh.jpeg,A07_08_03_W_roh.jpg,30,0.4222516715526581,12.667550146579742
A04_03_01_W_roh.jpeg,A07_08_04_M_roh.jpg,32,0.41299986839294434,13.215995788574219
A04_03_01_W_roh.jpeg,A07_09_02_W_roh.jpg,48,0.5106428861618042,24.5108585357666
A04_03_01_W_roh.jpeg,A07_09_03_W_roh.jpg,62,0.5144427418708801,31.895449995994568
A04_03_01_W_roh.jpeg,A07_15_01_W_roh.jpeg,44,0.3748428225517273,16.493084192276
A04_03_01_W_roh.jpeg,A07_17_03_W_roh.jpg,19,0.3414556086063385,6.4876565635204315
A04_03_01_W_roh.jpeg,A07_17_06_W_roh.jpg,27,0.4940061569213867,13.338166236877441
A04_03_01_W_roh.jpeg,A07_18_01_W_roh.jpeg,35,0.4525216221809387,15.838256776332855
A04_03_01_W_roh.jpeg,A07_18_03_W_roh.jpeg,28,0.5186440348625183,14.522032976150513
A04_03_01_W_roh.jpeg,A08_06_02_SA_roh.jpeg,43,0.4673347473144531,20.095394134521484
A04_03_01_W_roh.jpeg,A08_06_05_SA_roh.jpeg,23,0.43670523166656494,10.044220328330994
A04_03_01_W_roh.jpeg,A08_06_08_W_roh.jpeg,44,0.43057170510292053,18.945155024528503
A04_03_01_W_roh.jpeg,A08_06_10_M_roh.jpeg,37,0.4928831160068512,18.236675292253494
A04_03_01_W_roh.jpeg,A08_09_35_W_roh.jpg,43,0.3902643620967865,16.78136757016182
A04_03_01_W_roh.jpeg,A08_09_39_W_roh.jpg,13,0.38032078742980957,4.944170236587524
A04_03_01_W_roh.jpeg,A08_12_05_W_roh.jpeg,20,0.4156613051891327,8.313226103782654
A04_03_01_W_roh.jpeg,A08_12_13_W_roh.jpeg,29,0.5102697014808655,14.797821342945099
A04_03_01_W_roh.jpeg,A08_12_15_W_roh.jpeg,43,0.454061895608902,19.524661511182785
A04_03_01_W_roh.jpeg,A08_15_03_W_roh.jpeg,43,0.47328701615333557,20.35134169459343
A04_03_01_W_roh.jpeg,A08_15_04_M_roh.jpeg,27,0.5660193562507629,15.2825226187706
A04_03_01_W_roh.jpeg,A08_15_05_M_roh.jpeg,41,0.37865009903907776,15.524654060602188
A04_03_01_W_roh.jpeg,A08_15_06_W_roh.jpeg,58,0.5192065834999084,30.11398184299469
A04_03_01_W_roh.jpeg,A08_15_07_W_roh.jpeg,24,0.4678783416748047,11.229080200195312
A04_03_01_W_roh.jpeg,A08_15_14_W_roh.jpeg,29,0.3969529867172241,11.5116366147995
A04_03_01_W_roh.jpeg,A08_15_17_M_roh.jpeg,20,0.3656429946422577,7.312859892845154
A04_03_01_W_roh.jpeg,A08_15_19_M_roh.jpeg,38,0.5173248648643494,19.658344864845276
