query_image,rank,candidate_image,num_matches,average_confidence,verification,notes
A08_12_05_W_roh.jpeg,2,IMG-20250626-WA0014.jpg,38,0.5006752610206604,,
A08_12_05_W_roh.jpeg,3,H12_04_02_M_roh.jpg,43,0.4329051077365875,,
A08_12_05_W_roh.jpeg,4,A08_18_17_W_roh.jpeg,41,0.4517988264560699,,
A08_12_05_W_roh.jpeg,5,IMG_20250717_104652.jpg,38,0.4783916473388672,,
A08_12_13_W_roh.jpeg,1,A08_15_14_W_roh.jpeg,118,0.7157043218612671,,
A08_12_13_W_roh.jpeg,2,IMG-20250910-WA0017.jpg,59,0.6130085587501526,,
A08_12_13_W_roh.jpeg,3,IMG-20250626-WA0016.jpg,74,0.479056715965271,,
A08_12_13_W_roh.jpeg,4,IMG-20250919-WA0020.jpg,77,0.4597259163856506,,
A08_12_13_W_roh.jpeg,5,IMG_20250717_104525.jpg,79,0.4463184773921966,,
A08_12_15_W_roh.jpeg,1,IMG-20250910-WA0061.jpg,152,0.7849884033203125,,
A08_12_15_W_roh.jpeg,2,A08_18_10_W_roh.jpeg,138,0.8456428647041321,,
A08_12_15_W_roh.jpeg,3,IMG-20250726-WA0011.jpg,56,0.508582353591919,,
A08_12_15_W_roh.jpeg,4,A06_12_01_W_roh.jpeg,58,0.4798217713832855,,
A08_12_15_W_roh.jpeg,5,IMG-20250626-WA0025.jpg,53,0.5239126682281494,,
A08_15_03_W_roh.jpeg,1,A07_09_03_W_roh.jpg,156,0.6708027720451355,,
A08_15_03_W_roh.jpeg,2,A08_15_04_M_roh.jpeg,61,0.5561425089836121,,
A08_15_03_W_roh.jpeg,3,H05_11_06_M_roh.jpeg,49,0.5575970411300659,,
A08_15_03_W_roh.jpeg,4,IMG-20250717-WA0011.jpg,48,0.5627007484436035,,
A08_15_03_W_roh.jpeg,5,H01_17_01_M_roh.jpeg,59,0.4551965892314911,,
A08_15_04_M_roh.jpeg,1,IMG-20250626-WA0025.jpg,150,0.762109100818634,,
A08_15_04_M_roh.jpeg,2,IMG_20250807_104159.jpg,129,0.7486584186553955,,
A08_15_04_M_roh.jpeg,3,IMG-20250626-WA0024.jpg,127,0.7103946805000305,,
A08_15_04_M_roh.jpeg,4,A07_09_03_W_roh.jpg,76,0.4477698802947998,,
A08_15_04_M_roh.jpeg,5,A08_15_03_W_roh.jpeg,61,0.5561425089836121,,
A08_15_05_M_roh.jpeg,1,IMG_20250717_111215.jpg,201,0.8258877992630005,,
A08_15_05_M_roh.jpeg,2,IMG-20250910-WA0062.jpg,160,0.852013885974884,,
A08_15_05_M_roh.jpeg,3,IMG-20250829-WA0022.jpg,83,0.4548974931240082,,
A08_15_05_M_roh.jpeg,4,IMG_20250807_103916.jpg,71,0.5083180665969849,,
A08_15_05_M_roh.jpeg,5,IMG-20250919-WA0009.jpg,74,0.4514675736427307,,
A08_15_06_W_roh.jpeg,1,IMG_20250717_104652.jpg,73,0.4773701727390289,,
A08_15_06_W_roh.jpeg,2,IMG_20250807_103916.jpg,72,0.4457077085971832,,
A08_15_06_W_roh.jpeg,3,A05_18_07_W_roh.jpeg,65,0.4908781349658966,,
A08_15_06_W_roh.jpeg,4,IMG-20250910-WA0017.jpg,63,0.5050243735313416,,
A08_15_06_W_roh.jpeg,5,IMG_20250807_104159.jpg,69,0.4562191069126129,,
A08_15_07_W_roh.jpeg,1,WhatsApp_Bild_2025-09-19_um_12.14.04_40e117ce.jpg,79,0.4953331053256988,,
A08_15_07_W_roh.jpeg,2,IMG-20250910-WA0017.jpg,69,0.5633458495140076,,
A08_15_07_W_roh.jpeg,3,IMG_20250717_104525.jpg,68,0.4603545665740967,,
A08_15_07_W_roh.jpeg,4,H11_20_02_W_roh.jpeg,62,0.5002209544181824,,
A08_15_07_W_roh.jpeg,5,IMG-20250919-WA0020.jpg,60,0.506295382976532,,
A08_15_14_W_roh.jpeg,1,A08_12_13_W_roh.jpeg,118,0.7157043218612671,,
A08_15_14_W_roh.jpeg,2,IMG_20250717_104317.jpg,63,0.5153498649597168,,
A08_15_14_W_roh.jpeg,3,IMG_20250717_104525.jpg,63,0.4422129094600677,,
A08_15_14_W_roh.jpeg,4,A05_12_03_W_roh.jpeg,52,0.5243460536003113,,
A08_15_14_W_roh.jpeg,5,WhatsApp_Bild_2025-07-31_um_14.06.15_96d8cd99.jpg,48,0.5551740527153015,,
A08_15_17_M_roh.jpeg,1,A07_17_06_W_roh.jpg,50,0.4450518190860748,,
A08_15_17_M_roh.jpeg,2,A08_18_19_W_roh.jpeg,39,0.5212563276290894,,
A08_15_17_M_roh.jpeg,3,IMG-20250829-WA0024.jpg,41,0.442766785621643,,
A08_15_17_M_roh.jpeg,4,A06_15_03_W_roh.jpeg,34,0.5312073826789856,,
A08_15_17_M_roh.jpeg,5,IMG-20250626-WA0011.jpg,40,0.4495041370391845,,
A08_15_19_M_roh.jpeg,1,IMG_20250807_105223.jpg,149,0.8204168677330017,,
A08_15_19_M_roh.jpeg,2,IMG_20250515_121011.jpg,76,0.5799228549003601,,
A08_15_19_M_roh.jpeg,3,IMG_20250717_104317.jpg,77,0.5303733944892883,,
A08_15_19_M_roh.jpeg,4,IMG-20250919-WA0016.jpg,77,0.5267069935798645,,
