Image_1,Image_2,Similarity
A08_15_21_M_roh_BELLY.jpg,IMG_20250717_110833_BELLY.jpg,0.649169921875
A06_17_04_W_roh_BELLY.jpg,A08_18_13_W_roh_BELLY.jpg,0.6489669680595398
A04_12_04_W_roh_BELLY.jpg,A05_18_04_W_roh_BELLY.jpg,0.6489481925964355
A08_12_13_W_roh_BELLY.jpg,A08_18_20_W_roh_BELLY.jpg,0.6483217477798462
A08_15_07_W_roh_BELLY.jpg,IMG-20250919-WA0021_BELLY.jpg,0.6482313275337219
A08_15_07_W_roh_BELLY.jpg,IMG-20250910-WA0022_BELLY.jpg,0.6479412913322449
A04_15_06_M_roh_BELLY.jpg,IMG_20250515_113414_BELLY.jpg,0.6477597951889038
A08_09_39_W_roh_BELLY.jpg,A08_18_20_W_roh_BELLY.jpg,0.647745668888092
IMG-20250717-WA0013_BELLY.jpg,IMG_20250717_104652_BELLY.jpg,0.6475772857666016
A06_03_01_M_roh_BELLY.jpg,A06_17_04_W_roh_BELLY.jpg,0.6473568677902222
A01_12_01_M_roh_BELLY.jpg,A04_06_01_M_roh_BELLY.jpg,0.6473456621170044
IMG-20250626-WA0013_BELLY.jpg,IMG-20250626-WA0024_BELLY.jpg,0.6473454833030701
IMG-20250910-WA0022_BELLY.jpg,IMG_20250717_113844_BELLY.jpg,0.6472053527832031
A04_03_01_W_roh_BELLY.jpg,A06_12_01_W_roh_BELLY.jpg,0.6471697688102722
A08_15_14_W_roh_BELLY.jpg,IMG-20250910-WA0017_BELLY.jpg,0.6469870805740356
A03_12_03_M_roh_BELLY.jpg,A08_15_04_M_roh_BELLY.jpg,0.6468091011047363
IMG-20250607-WA0006_BELLY.jpg,IMG-20250919-WA0012_BELLY.jpg,0.6467819809913635
A04_15_06_M_roh_BELLY.jpg,A08_15_17_M_roh_BELLY.jpg,0.646747350692749
A03_12_02_W_roh_BELLY.jpg,IMG-20250626-WA0014_BELLY.jpg,0.6467001438140869
A08_15_17_M_roh_BELLY.jpg,IMG-20250910-WA0022_BELLY.jpg,0.6466156244277954
A01_15_01_W_roh_BELLY.jpg,A01_18_01_W_roh_BELLY.jpg,0.6465852856636047
A01_18_14_W_roh_BELLY.jpg,A08_15_07_W_roh_BELLY.jpg,0.6465790271759033
A02_06_03_M_roh_BELLY.jpg,A08_18_20_W_roh_BELLY.jpg,0.6465601921081543
A08_15_17_M_roh_BELLY.jpg,A08_18_19_W_roh_BELLY.jpg,0.6465517282485962
A08_18_03_W_roh_BELLY.jpg,IMG-20250910-WA0023_BELLY.jpg,0.6465402245521545
A08_15_07_W_roh_BELLY.jpg,A08_15_17_M_roh_BELLY.jpg,0.6465263366699219
A01_15_03_W_roh_BELLY.jpg,IMG-20250626-WA0014_BELLY.jpg,0.6465212106704712
A05_18_05_W_roh_BELLY.jpg,IMG-20250919-WA0021_BELLY.jpg,0.6456465721130371
A06_08_04_W_roh_BELLY.jpg,A06_12_04_W_roh_BELLY.jpg,0.6453756093978882
IMG_20250717_104652_BELLY.jpg,IMG_20250717_111215_BELLY.jpg,0.6452220678329468
A08_12_13_W_roh_BELLY.jpg,IMG-20250626-WA0014_BELLY.jpg,0.6451797485351562
IMG_20250717_110833_BELLY.jpg,IMG_20250807_104159_BELLY.jpg,0.6449680328369141
A04_03_01_W_roh_BELLY.jpg,A08_18_13_W_roh_BELLY.jpg,0.6449177265167236
IMG-20250717-WA0017_BELLY.jpg,IMG-20250910-WA0017_BELLY.jpg,0.6447946429252625
IMG-20250910-WA0022_BELLY.jpg,IMG_20250717_112327_BELLY.jpg,0.6446374654769897
A01_18_14_W_roh_BELLY.jpg,IMG_20250807_104159_BELLY.jpg,0.6446194648742676
IMG-20250626-WA0014_BELLY.jpg,IMG_20250515_113414_BELLY.jpg,0.6444929242134094
A06_12_01_W_roh_BELLY.jpg,A06_12_04_W_roh_BELLY.jpg,0.6443850994110107
A06_03_01_M_roh_BELLY.jpg,A08_18_13_W_roh_BELLY.jpg,0.6443705558776855
A08_15_04_M_roh_BELLY.jpg,IMG_20250717_110833_BELLY.jpg,0.6443523168563843
A08_15_14_W_roh_BELLY.jpg,IMG-20250626-WA0014_BELLY.jpg,0.6442931294441223
A08_18_01_M_roh_BELLY.jpg,IMG-20250910-WA0022_BELLY.jpg,0.6441799402236938
